province;red;green;blue;name;x
1695;127;75;179;kovoan;x
1696;88;153;141;Ozbuyi;x
1697;128;129;214;qien;x
1698;88;123;136;kutine;x
1699;84;24;151;Qiniyya;x
1700;86;132;221;Berani;x
1701;45;27;178;Tesegen;x
1702;87;30;51;Nbalena;x
1703;129;33;179;Barolk;x
1704;171;36;52;Lahto;x
1705;3;39;180;Nolobedta;x
1706;45;42;53;Difar;x
1707;87;45;181;Tarisey;x
1708;129;48;54;Qaneloc;x
1709;171;51;182;Walzim;x
1710;3;54;55;Dafava;x
1711;45;57;183;Gilemad;x
1712;87;60;56;Kanim;x
1713;129;63;184;Berusha;x
1714;171;66;57;Dokilof;x
1715;3;69;185;Silolk;x
1716;45;72;58;Ralpehn;x
1717;87;75;66;Kojib;x
1718;129;78;59;Tayarga;x
1719;171;81;187;Harkom;x
1720;3;84;60;Keloc;x
1721;45;87;108;Efais;x
1722;87;90;61;Beneld;x
1723;129;93;189;Kaledey;x
1724;171;96;62;Letosh;x
1725;3;99;190;Ocar;x
1726;45;102;63;Lake Marble;x
1727;87;105;191;Zen Asor;x
1728;129;108;64;Nainf;x
1729;171;111;192;Amzur;x
1730;3;114;65;Osimya;x
1731;45;117;193;Rimoun;x
1732;87;120;66;Nallor;x
1733;129;123;74;Zimeth;x
1734;171;126;67;Dadoki;x
1735;3;129;195;Qanabi;x
1736;45;32;68;Ragan;x
1737;87;135;196;Winidar;x
1738;129;138;69;Binorad;x
1739;171;14;88;Donubed;x
1740;3;144;70;Acunolf;x
1741;45;147;198;Sinobor;x
1742;87;150;71;Vusart;x
1743;129;153;199;Kiltonford;x
1744;171;156;72;Amarone;x
1745;3;159;200;Lorhan;x
1746;45;162;73;Letubu;x
1747;87;165;201;Tumaj;x
1748;129;168;74;Savegh;x
1749;171;171;202;Busandu;x
1750;255;128;64;Crimsonmoor;x
1751;45;177;2;Tanaury;x
1752;87;180;176;Ravencliff;x
1753;129;18;54;Bloodreach;x
1754;206;216;152;Grimwood;x
1755;3;189;205;Pyrion;x
1756;45;192;78;Moonzelf;x
1757;87;195;206;Xucinia;x
1758;129;198;79;Kerodis;x
1759;171;201;207;Redonas;x
1760;3;204;80;Abetouz;x
1761;45;45;45;Engouz;x
1762;45;207;207;Ceupo;x
1763;129;0;209;Bengeph;x
1764;171;3;82;Termic;x
1765;3;6;210;Nenda;x
1766;45;9;83;Pazith;x
1767;87;112;211;Isifu;x
1768;129;15;84;Banohn;x
1769;171;18;212;Jagul;x
1770;101;101;120;Hua La;x
1771;87;26;86;Kalevar Bay;x
1772;45;24;213;Habun Gulf;x
1773;3;21;85;Habun Gulf;x
1774;101;101;130;Lu Ang;x
1775;101;101;90;Ko Ong;x
1776;101;101;150;Amnatthaya;x
1777;101;101;180;Tanghet;x
1778;129;45;89;Aciyaka;x
1779;171;48;217;Siorr;x
1780;3;51;90;Alous;x
1781;245;54;218;Asoth;x
1782;87;57;91;Waahan;x
1783;129;60;219;Tusigo;x
1784;171;63;92;Volra;x
1785;3;66;220;Dover;x
1786;45;69;9;Rogucek;x
1787;87;72;221;Ultoin;x
1788;129;255;221;Zefi;x
1789;171;78;222;Rutoth;x
1790;3;81;95;Nopau;x
1791;45;84;223;Jedda;x
1792;87;87;96;Lavlit;x
1793;129;90;224;Ezuisoth;x
1794;171;93;97;Lombober;x
1795;3;96;225;Feppo;x
1796;181;239;213;Baas;x
1797;3;36;215;Qabadra;x
1798;45;39;88;Reqoch;x
1799;171;108;227;Gund Abad;x
1800;3;111;0;Wabasa;x
1801;45;114;128;Dapur;x
1802;87;117;1;Ber Tabacon;x
1803;249;250;48;Ysunn;x
1804;85;111;6;Ejaban;x
1805;127;114;134;Gabull;x
1806;169;117;7;Diazma;x
1807;171;123;2;Elendor;x
1808;3;126;130;Mithlond;x
1809;45;129;3;Thornvale;x
1810;87;132;131;Elmsreach;x
1811;129;135;4;Yggrath;x
1812;171;138;132;Jorundra;x
1813;1;105;5;Ashenfield;x
1814;43;108;133;Bergen;x
1815;1;120;135;Rifeh;x
1816;43;123;8;Nosa;x
1817;85;126;136;Qiom;x
1818;87;42;21;Nabit;x
1819;169;132;137;Rasoko;x
1820;1;135;10;Vozkit;x
1821;43;138;138;Tamelek;x
1822;85;141;11;Zonatri;x
1823;127;144;139;Helim;x
1824;169;147;12;Fonda;x
1825;1;150;140;Isezh;x
1826;43;153;13;Qopa;x
1827;85;156;141;Pelta;x
1828;127;159;14;Doja;x
1829;169;162;142;Usitta;x
1830;1;165;15;Kegim;x
1831;255;168;143;Keluva;x
1832;85;171;16;Botirv;x
1833;127;174;144;Weli;x
1834;169;177;17;Tasleg;x
1835;85;180;145;Eisot;x
1836;43;183;18;Wacar;x
1837;255;186;18;Qural;x
1838;127;187;19;Zorak;x
1839;169;192;147;Ahesi;x
1840;15;115;115;Belola;x
1841;43;198;148;Racon;x
1842;85;201;21;Yelt;x
1843;127;204;149;Lahmud;x
1844;169;207;22;Suner;x
1845;1;210;150;Besven;x
1846;43;10;33;Damuda;x
1847;85;3;151;Krois;x
1848;127;6;24;Montge;x
1849;169;9;152;Vedeux;x
1850;1;42;55;Zurbarran;x
1851;43;15;153;Creuxrenard;x
1852;85;18;26;Peyrac;x
1853;127;21;154;Skordh;x
1854;169;24;27;Azunere;x
1855;1;27;155;Cubele;x
1856;43;30;28;Tiria;x
1857;85;33;156;Talgar;x
1858;127;36;29;Egles;x
1859;169;39;157;Vievers;x
1860;11;52;40;Velhad;x
1861;43;45;158;Adampole;x
1862;85;48;31;Ban Glean;x
1863;127;51;159;Caed Myrkvid;x
1864;169;54;32;Petrun;x
1865;1;57;160;Ryba;x
1866;43;60;33;Ustilog;x
1867;85;63;161;Dun Gleanainn;x
1868;127;66;34;Vaymbet;x
1869;169;69;162;Birensk;x
1870;1;72;35;Tugun;x
1871;43;75;163;Maum;x
1872;85;78;36;Taganrog;x
1873;127;81;164;Terpilit;x
1874;169;84;37;Ugol;x
1875;101;187;208;Artiom;x
1876;43;90;38;Daevon;x
1877;85;93;166;Gauf;x
1878;127;96;39;Ivlot;x
1879;169;99;167;Mangup;x
1880;201;202;40;Ard Gymraen;x
1881;43;105;168;Daud Otar;x
1882;85;108;41;Klin;x
1883;127;111;169;Suzdal;x
1884;169;114;42;Bukina;x
1885;1;117;170;Arkaim;x
1886;43;120;43;Barlest;x
1887;85;123;171;Kazener;x
1888;127;126;44;Nadym;x
1889;169;129;172;Meyda;x
1890;1;132;45;Mugort;x
1891;43;135;173;Tarlyk;x
1892;85;138;46;Vspaden;x
1893;127;141;174;Arvamas;x
1894;5;99;50;Kaer Morhen;x
1895;1;147;175;Munor;x
1896;43;150;48;Tiga;x
1897;85;153;176;Zabeley;x
1898;127;156;49;Ard Kestrel;x
1899;169;159;177;Kolooma;x
1900;1;162;50;Marfink;x
1901;173;177;197;Terssac;x
1902;5;180;70;Lomtuga;x
1903;47;183;198;Almandaye;x
1904;89;186;71;Ard Ghlais;x
1905;131;189;199;Beloozero;x
1906;173;192;72;Jurga;x
1907;5;195;200;Kadar Argon;x
1908;131;126;19;Angsul;x
1909;89;201;201;Monts of Angmar;x
1910;131;204;74;Imlad Balchorth;x
1911;173;207;202;Ravda;x
1912;85;198;56;Bar Grundail;x
1913;127;201;184;Gorothlad;x
1914;169;204;57;Maethad;x
1915;1;207;185;Aughaire;x
1916;43;210;58;Korondaj;x
1917;85;0;186;Korb Taskral;x
1918;127;3;59;Annuminas;x
1919;169;6;187;Biberveldt;x
1920;47;135;148;Thorin;x
1921;43;12;188;Nurumurl;x
1922;85;15;61;Gothol Zigil;x
1923;127;18;189;Baraz Duban;x
1924;169;21;62;Sulaj Dar;x
1925;47;120;18;Erebor;x
1926;43;27;63;Morlith;x
1927;85;30;191;Nabatan;x
1928;127;33;64;Elu Anath;x
1929;28;127;33;Har Narzul;x
1930;101;39;65;Senthar;x
1931;4;198;155;Pingassen;x
1932;46;126;143;Vhatau;x
1933;43;195;128;Muthris;x
1934;85;75;221;Obertauern;x
1935;104;51;15;Briesach;x
1936;44;78;183;Sivelitz;x
1937;0;135;150;Arriach;x
1938;169;30;207;Zeoben;x
1939;88;165;156;Vengerberg;x
1940;86;87;191;Kaudenberg;x
1941;5;63;22;Trelis;x
1942;170;171;192;Aspach;x
1943;46;204;198;Climont;x
1944;88;93;131;Jahki;x
1945;168;171;227;Katunets;x
1946;254;180;152;Turukhan;x
1947;47;144;198;Morghaar;x
1948;244;144;175;Blatnista;x
1949;42;84;203;Lesichovo;x
1950;172;162;162;Poibrene;x
1951;42;81;183;Yakhdoi;x
1952;87;42;161;Shroktak;x
1953;45;18;128;Cervantesa;x
1954;1;156;170;Myrbaz;x
1955;126;78;189;Formyre;x
1956;46;135;138;Aparhant;x
1957;127;105;184;Naugis;x
1958;247;159;22;Yumarrak;x
1959;171;57;137;Massylath;x
1960;85;60;196;Durthan;x
1961;111;20;176;Ukhorth;x
1962;11;120;106;Ashiun;x
1963;211;120;106;Qasynnar;x
1964;201;210;192;Hathdror;x
1965;84;174;93;Lake Red Coral;x
1966;145;99;98;Lake Citakal;x
